company,sources,industry,headquarters
"Guardian Pharmacy Services, Inc.",sec_edgar,,
WeRide Inc.,"sec_edgar,sec_edgar",,
H2O AMERICA,sec_edgar,,
"Freshpet, Inc.",sec_edgar,,
HAWAIIAN ELECTRIC INDUSTRIES INC,sec_edgar,,
ROGERS CORP,sec_edgar,,
NBT BANCORP INC,sec_edgar,,
GUGGENHEIM STRATEGIC OPPORTUNITIES FUND,sec_edgar,,
"Voyager Technologies, Inc./DE",sec_edgar,,
BOISE CASCADE Co,sec_edgar,,
"Heartflow, Inc.",sec_edgar,,
CIMPRESS plc,sec_edgar,,
Eaton Vance Tax-Managed Diversified Equity Income Fund,sec_edgar,,
MINERALS TECHNOLOGIES INC,sec_edgar,,
"TransMedics Group, Inc.",sec_edgar,,
NEKTAR THERAPEUTICS,sec_edgar,,
DIGI INTERNATIONAL INC,sec_edgar,,
"McGraw Hill, Inc.",sec_edgar,,
"Mineralys Therapeutics, Inc.",sec_edgar,,
AMERICAN SUPERCONDUCTOR CORP /DE/,sec_edgar,,
Grindr Inc.,sec_edgar,,
SONIC AUTOMOTIVE INC,sec_edgar,,
Aecon Group Inc.,sec_edgar,,
Sable Offshore Corp.,sec_edgar,,
Douglas Emmett Inc,sec_edgar,,
LEMAITRE VASCULAR INC,sec_edgar,,
DRDGOLD LTD,"sec_edgar,sec_edgar",,
NextDecade Corp,sec_edgar,,
Ultragenyx Pharmaceutical Inc.,sec_edgar,,
ABM INDUSTRIES INC /DE/,sec_edgar,,
Ingevity Corp,sec_edgar,,
Park Hotels & Resorts Inc.,sec_edgar,,
Wix.com Ltd.,sec_edgar,,
"ICHOR HOLDINGS, LTD.",sec_edgar,,
AGILYSYS INC,sec_edgar,,
"Bancorp, Inc.",sec_edgar,,
"Definium Therapeutics, Inc.",sec_edgar,,
DXP ENTERPRISES INC,sec_edgar,,
"Axogen, Inc.",sec_edgar,,
"LiveRamp Holdings, Inc.",sec_edgar,,
Kodiak Sciences Inc.,sec_edgar,,
FIRST BUSEY CORP /NV/,"sec_edgar,sec_edgar",,
POET TECHNOLOGIES INC.,sec_edgar,,
"Cornerstone Strategic Investment Fund, Inc.",sec_edgar,,
"V2X, Inc.",sec_edgar,,
"Crane NXT, Co.",sec_edgar,,
ChronoScale Corp,sec_edgar,,
"PELOTON INTERACTIVE, INC.",sec_edgar,,
Prestige Consumer Healthcare Inc.,sec_edgar,,
Bank of N.T. Butterfield & Son Ltd,sec_edgar,,
Trump Media & Technology Group Corp.,"sec_edgar,sec_edgar",,
BIOCRYST PHARMACEUTICALS INC,sec_edgar,,
"Grupo Aeromexico, S.A.B. de C.V.",sec_edgar,,
"Lucid Group, Inc.",sec_edgar,,
FORMULA SYSTEMS (1985) LTD,sec_edgar,,
Okeanis Eco Tankers Corp.,sec_edgar,,
"Acadia Healthcare Company, Inc.",sec_edgar,,
ENTERPRISE FINANCIAL SERVICES CORP,"sec_edgar,sec_edgar",,
DIVERSIFIED HEALTHCARE TRUST,"sec_edgar,sec_edgar,sec_edgar",,
Adaptive Biotechnologies Corp,sec_edgar,,
DiamondRock Hospitality Co,sec_edgar,,
"Alpha Metallurgical Resources, Inc.",sec_edgar,,
B&M European Value Retail S.A./ADR,"sec_edgar,sec_edgar",,
"ROYCE SMALL-CAP TRUST, INC.",sec_edgar,,
BANNER CORP,sec_edgar,,
"Under Armour, Inc.","sec_edgar,sec_edgar",,
"AvePoint, Inc.",sec_edgar,,
EPLUS INC,sec_edgar,,
HNI CORP,sec_edgar,,
"Vertex, Inc.",sec_edgar,,
Hilltop Holdings Inc.,sec_edgar,,
"Alarm.com Holdings, Inc.",sec_edgar,,
"PENN Entertainment, Inc.",sec_edgar,,
DUCOMMUN INC /DE/,sec_edgar,,
Quantum Computing Inc.,sec_edgar,,
"Thermon Group Holdings, Inc.",sec_edgar,,
Navios Maritime Partners L.P.,sec_edgar,,
UNITED BREWERIES CO INC,sec_edgar,,
"PureCycle Technologies, Inc.","sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"Slide Insurance Holdings, Inc.",sec_edgar,,
Driven Brands Holdings Inc.,sec_edgar,,
"Innovex International, Inc.",sec_edgar,,
NGL Energy Partners LP,"sec_edgar,sec_edgar,sec_edgar",,
Capri Holdings Ltd,sec_edgar,,
"JOHN WILEY & SONS, INC.","sec_edgar,sec_edgar",,
"Amprius Technologies, Inc.","sec_edgar,sec_edgar",,
COHU INC,sec_edgar,,
PERDOCEO EDUCATION Corp,sec_edgar,,
"Custom Truck One Source, Inc.",sec_edgar,,
Merchants Bancorp,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"CoreCivic, Inc.",sec_edgar,,
Zai Lab Ltd,sec_edgar,,
Northwest Natural Holding Co,sec_edgar,,
"Columbia Financial, Inc.",sec_edgar,,
Costamare Inc.,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Melco Resorts & Entertainment LTD,sec_edgar,,
"Stock Yards Bancorp, Inc.",sec_edgar,,
Nanobiotix S.A.,"sec_edgar,sec_edgar",,
ProPetro Holding Corp.,sec_edgar,,
CENTRAL PUERTO S.A.,sec_edgar,,
STEWART INFORMATION SERVICES CORP,sec_edgar,,
PITNEY BOWES INC /DE/,"sec_edgar,sec_edgar",,
Blue Bird Corp,sec_edgar,,
MONARCH CASINO & RESORT INC,sec_edgar,,
ESTABLISHMENT LABS HOLDINGS INC.,sec_edgar,,
Bausch Health Companies Inc.,sec_edgar,,
Allegiant Travel CO,sec_edgar,,
Pharvaris N.V.,sec_edgar,,
"A10 Networks, Inc.",sec_edgar,,
NovoCure Ltd,sec_edgar,,
"FOREIGN TRADE BANK OF LATIN AMERICA, INC.",sec_edgar,,
SELECT MEDICAL HOLDINGS CORP,sec_edgar,,
HUTCHMED (China) Ltd,"sec_edgar,sec_edgar",,
EZCORP INC,sec_edgar,,
Aurinia Pharmaceuticals Inc.,sec_edgar,,
"Armour Residential REIT, Inc.","sec_edgar,sec_edgar",,
UNIVERSAL TECHNICAL INSTITUTE INC,sec_edgar,,
DORIAN LPG LTD.,sec_edgar,,
"OMNICELL, INC.",sec_edgar,,
"Northwest Bancshares, Inc.",sec_edgar,,
GETTY REALTY CORP /MD/,sec_edgar,,
WEIBO Corp,"sec_edgar,sec_edgar",,
"FIGS, Inc.",sec_edgar,,
ReNew Energy Global plc,"sec_edgar,sec_edgar",,
"HCI Group, Inc.","sec_edgar,sec_edgar",,
Parex Resources Inc./ADR,"sec_edgar,sec_edgar",,
VERRA MOBILITY Corp,sec_edgar,,
Polestar Automotive Holding UK PLC,"sec_edgar,sec_edgar,sec_edgar",,
CHINA YUCHAI INTERNATIONAL LTD,sec_edgar,,
"Progyny, Inc.",sec_edgar,,
NETSTREIT Corp.,sec_edgar,,
GENESIS ENERGY LP,sec_edgar,,
"Global Net Lease, Inc.","sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Six Flags Entertainment Corporation/NEW,sec_edgar,,
LTC PROPERTIES INC,sec_edgar,,
Brava Energia S.A.,sec_edgar,,
"Worthington Steel, Inc.",sec_edgar,,
Pelagos Insurance Capital Ltd,"sec_edgar,sec_edgar",,
"Tyra Biosciences, Inc.",sec_edgar,,
Turk Altin Isletmeleri A.S./ADR,sec_edgar,,
American Bitcoin Corp.,sec_edgar,,
"ADMA BIOLOGICS, INC.",sec_edgar,,
SPS COMMERCE INC,sec_edgar,,
DENTSPLY SIRONA Inc.,sec_edgar,,
"Trevi Therapeutics, Inc.",sec_edgar,,
Brightstar Lottery PLC,sec_edgar,,
P3 Health Partners Inc.,"sec_edgar,sec_edgar",,
"Ouster, Inc.",sec_edgar,,
"Sunstone Hotel Investors, Inc.","sec_edgar,sec_edgar,sec_edgar",,
Flywire Corp,sec_edgar,,
Eaton Vance Tax-Advantaged Dividend Income Fund,sec_edgar,,
"Baldwin Insurance Group, Inc.",sec_edgar,,
"TRINET GROUP, INC.",sec_edgar,,
Autohome Inc.,sec_edgar,,
"Viridian Therapeutics, Inc.\DE",sec_edgar,,
"Veris Residential, Inc.",sec_edgar,,
"BigBear.ai Holdings, Inc.","sec_edgar,sec_edgar",,
Chagee Holdings Ltd.,sec_edgar,,
INNOSPEC INC.,sec_edgar,,
Blackstone Digital Infrastructure Trust Inc.,sec_edgar,,
BRASKEM SA,sec_edgar,,
VERMILION ENERGY INC.,sec_edgar,,
Adecoagro S.A.,sec_edgar,,
OFG BANCORP,sec_edgar,,
EXPRO GROUP HOLDINGS N.V.,sec_edgar,,
GORMAN RUPP CO,sec_edgar,,
NEOGEN CORP,sec_edgar,,
"Skyward Specialty Insurance Group, Inc.",sec_edgar,,
Ivanhoe Electric Inc.,sec_edgar,,
"Astrana Health, Inc.",sec_edgar,,
BlackRock Science & Technology Term Trust,sec_edgar,,
BOSTON BEER CO INC,sec_edgar,,
"Stellar Bancorp, Inc.",sec_edgar,,
Ethos Technologies Inc.,sec_edgar,,
Borr Drilling Ltd,sec_edgar,,
FIRST COMMONWEALTH FINANCIAL CORP /PA/,sec_edgar,,
FEDERAL AGRICULTURAL MORTGAGE CORP,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"TIC Solutions, Inc.","sec_edgar,sec_edgar",,
Arcos Dorados Holdings Inc.,sec_edgar,,
"CLOVER HEALTH INVESTMENTS, CORP. /DE",sec_edgar,,
HORACE MANN EDUCATORS CORP /DE/,sec_edgar,,
G2 Goldfields Inc.,sec_edgar,,
"Stoke Therapeutics, Inc.",sec_edgar,,
NUVEEN MUNICIPAL VALUE FUND INC,sec_edgar,,
Electricity Generating Public Co Limited/ADR,"sec_edgar,sec_edgar,sec_edgar",,
National Bank Holdings Corp,sec_edgar,,
IMAX CORP,sec_edgar,,
Idaho Copper Corp,sec_edgar,,
MESOBLAST LTD,"sec_edgar,sec_edgar",,
PDF SOLUTIONS INC,sec_edgar,,
ASCENTAGE PHARMA GROUP INTERNATIONAL,sec_edgar,,
"MAGNITE, INC.",sec_edgar,,
ANI PHARMACEUTICALS INC,sec_edgar,,
Nexa Resources S.A.,sec_edgar,,
Bandwidth Inc.,sec_edgar,,
"Pediatrix Medical Group, Inc.",sec_edgar,,
ALAMO GROUP INC,sec_edgar,,
LANXESS AG,"sec_edgar,sec_edgar",,
TRI-CONTINENTAL Corp,"sec_edgar,sec_edgar",,
Nuveen California Quality Municipal Income Fund,sec_edgar,,
PIMCO Dynamic Income Opportunities Fund,sec_edgar,,
LendingClub Corp,sec_edgar,,
EverCommerce Inc.,sec_edgar,,
Target Hospitality Corp.,sec_edgar,,
Zymeworks Inc.,sec_edgar,,
"Strategic Education, Inc.",sec_edgar,,
"Harmony Biosciences Holdings, Inc.",sec_edgar,,
Americas Gold & Silver Corp,sec_edgar,,
Tecnoglass Inc.,sec_edgar,,
Vericel Corp,sec_edgar,,
"Sarepta Therapeutics, Inc.",sec_edgar,,
"PULSE BIOSCIENCES, INC.",sec_edgar,,
Lakefront Biotherapeutics NV,"sec_edgar,sec_edgar,sec_edgar",,
"BLACKLINE, INC.",sec_edgar,,
Globant S.A.,sec_edgar,,
"Lightwave Logic, Inc.",sec_edgar,,
"ALKAMI TECHNOLOGY, INC.",sec_edgar,,
BitVentures Ltd,sec_edgar,,
Sonos Inc,sec_edgar,,
ENERPAC TOOL GROUP CORP,sec_edgar,,
COHEN & STEERS QUALITY INCOME REALTY FUND INC,sec_edgar,,
Syndax Pharmaceuticals Inc,sec_edgar,,
"Sionna Therapeutics, Inc.",sec_edgar,,
WEIS MARKETS INC,sec_edgar,,
Kosmos Energy Ltd.,sec_edgar,,
Patria Investments Ltd,sec_edgar,,
Flex LNG Ltd.,sec_edgar,,
1ST SOURCE CORP,sec_edgar,,
"Turning Point Brands, Inc.",sec_edgar,,
"Surgery Partners, Inc.",sec_edgar,,
JETBLUE AIRWAYS CORP,sec_edgar,,
"OCULAR THERAPEUTIX, INC",sec_edgar,,
ARKO Petroleum Corp.,sec_edgar,,
GLOBAL PARTNERS LP,"sec_edgar,sec_edgar",,
Abaxx Technologies Inc.,sec_edgar,,
"ANAPTYSBIO, INC",sec_edgar,,
CITY HOLDING CO,sec_edgar,,
Addus HomeCare Corp,sec_edgar,,
"PATHWARD FINANCIAL, INC.",sec_edgar,,
UFP TECHNOLOGIES INC,sec_edgar,,
Huron Consulting Group Inc.,sec_edgar,,
KEMPER Corp,"sec_edgar,sec_edgar",,
LIBERTY ALL STAR EQUITY FUND,sec_edgar,,
"SONIDA SENIOR LIVING, INC.",sec_edgar,,
GABELLI EQUITY TRUST INC,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
WEALTHFRONT CORP,sec_edgar,,
RUPERT RESOURCES LTD,sec_edgar,,
ENCORE CAPITAL GROUP INC,sec_edgar,,
"SkyWater Technology, Inc",sec_edgar,,
"Spectrum Brands Holdings, Inc.",sec_edgar,,
Eaton Vance Tax-Advantaged Global Dividend Income Fund,sec_edgar,,
Southern Cross Gold Consolidated Ltd.,sec_edgar,,
"Live Oak Bancshares, Inc.","sec_edgar,sec_edgar",,
"Intellia Therapeutics, Inc.",sec_edgar,,
COTY INC.,sec_edgar,,
"Kimbell Royalty Partners, LP",sec_edgar,,
Sigma Lithium Corp,sec_edgar,,
"Rapport Therapeutics, Inc.",sec_edgar,,
"Empire State Realty Trust, Inc.",sec_edgar,,
"Walker & Dunlop, Inc.",sec_edgar,,
"Five9, Inc.",sec_edgar,,
"SmartStop Self Storage REIT, Inc.",sec_edgar,,
Eaton Vance Tax-Managed Buy-Write Opportunities Fund,sec_edgar,,
CTS CORP,sec_edgar,,
"Nurix Therapeutics, Inc.",sec_edgar,,
"AGIOS PHARMACEUTICALS, INC.",sec_edgar,,
"Marqeta, Inc.",sec_edgar,,
"CBIZ, Inc.",sec_edgar,,
ALBANY INTERNATIONAL CORP /DE/,sec_edgar,,
Avio S.p.A./ADR,"sec_edgar,sec_edgar",,
"SRH Total Return Fund, Inc.",sec_edgar,,
Ellington Financial Inc.,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Pebblebrook Hotel Trust,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Proto Labs Inc,sec_edgar,,
BlackSky Technology Inc.,"sec_edgar,sec_edgar",,
SFL Corp Ltd.,sec_edgar,,
CHIPMOS TECHNOLOGIES INC,sec_edgar,,
Oculis Holding AG,"sec_edgar,sec_edgar",,
Mega Fortune Co Ltd,sec_edgar,,
FIRSTSUN CAPITAL BANCORP,sec_edgar,,
"nCino, Inc.",sec_edgar,,
"American Assets Trust, Inc.",sec_edgar,,
"CAPRICOR THERAPEUTICS, INC.",sec_edgar,,
"Sila Realty Trust, Inc.",sec_edgar,,
LITHIUM AMERICAS CORP.,sec_edgar,,
INTERFACE INC,sec_edgar,,
"Generate Biomedicines, Inc.",sec_edgar,,
"SELLAS Life Sciences Group, Inc.",sec_edgar,,
AZUL SA,"sec_edgar,sec_edgar",,
NATIONAL STEEL CO,sec_edgar,,
Payoneer Global Inc.,sec_edgar,,
"Sixth Street Specialty Lending, Inc.",sec_edgar,,
"PALVELLA THERAPEUTICS, INC.",sec_edgar,,
"Aveanna Healthcare Holdings, Inc.",sec_edgar,,
"Xenia Hotels & Resorts, Inc.",sec_edgar,,
PREFORMED LINE PRODUCTS CO,sec_edgar,,
Perella Weinberg Partners,sec_edgar,,
STAAR SURGICAL CO,sec_edgar,,
INGLES MARKETS INC,sec_edgar,,
Solaris Resources Inc.,sec_edgar,,
"Innoviva, Inc.",sec_edgar,,
PT Medco Energi Internasional Tbk/ADR,sec_edgar,,
United Parks & Resorts Inc.,sec_edgar,,
"MARAVAI LIFESCIENCES HOLDINGS, INC.",sec_edgar,,
PC CONNECTION INC,sec_edgar,,
"Ambiq Micro, Inc.",sec_edgar,,
TRICO BANCSHARES /,sec_edgar,,
"Shoals Technologies Group, Inc.",sec_edgar,,
"Dime Community Bancshares, Inc. /NY/","sec_edgar,sec_edgar,sec_edgar",,
S&T BANCORP INC,sec_edgar,,
"GERMAN AMERICAN BANCORP, INC.",sec_edgar,,
INNOVATIVE INDUSTRIAL PROPERTIES INC,"sec_edgar,sec_edgar",,
ENVIRI Corp,sec_edgar,,
"Intapp, Inc.",sec_edgar,,
"Inhibrx Biosciences, Inc.",sec_edgar,,
BlackRock Capital Allocation Term Trust,sec_edgar,,
BlackRock Enhanced Equity Dividend Trust,sec_edgar,,
REX AMERICAN RESOURCES Corp,sec_edgar,,
Bank First Corp,sec_edgar,,
Adient plc,sec_edgar,,
GOODYEAR TIRE & RUBBER CO /OH/,sec_edgar,,
PROCEPT BioRobotics Corp,sec_edgar,,
"Arteris, Inc.",sec_edgar,,
Rumble Inc.,"sec_edgar,sec_edgar",,
"Corvex, Inc.",sec_edgar,,
Robinhood Ventures Fund I,sec_edgar,,
Green Thumb Industries Inc.,sec_edgar,,
FMC CORP,sec_edgar,,
"Asana, Inc.",sec_edgar,,
HOPE BANCORP INC,sec_edgar,,
"IOVANCE BIOTHERAPEUTICS, INC.",sec_edgar,,
"Taysha Gene Therapies, Inc.",sec_edgar,,
Critical Metals Corp.,"sec_edgar,sec_edgar,sec_edgar",,
NABORS INDUSTRIES LTD,"sec_edgar,sec_edgar",,
"Monte Rosa Therapeutics, Inc.",sec_edgar,,
WEBTOON Entertainment Inc.,sec_edgar,,
CLARIVATE PLC,sec_edgar,,
BlackRock Science & Technology Trust,sec_edgar,,
"RECURSION PHARMACEUTICALS, INC.",sec_edgar,,
Nuvation Bio Inc.,sec_edgar,,
APPIAN CORP,sec_edgar,,
RPC INC,sec_edgar,,
"Suncrete, Inc.",sec_edgar,,
FRESH DEL MONTE PRODUCE INC,sec_edgar,,
Opera Ltd,sec_edgar,,
Lithium Argentina AG,sec_edgar,,
"Triumph Financial, Inc.","sec_edgar,sec_edgar",,
"ZIFF DAVIS, INC.",sec_edgar,,
"Bob's Discount Furniture, Inc.",sec_edgar,,
CENTRAL SECURITIES CORP,sec_edgar,,
"ARDELYX, INC.",sec_edgar,,
uniQure N.V.,sec_edgar,,
Lufax Holding Ltd,sec_edgar,,
"Empire State Realty OP, L.P.","sec_edgar,sec_edgar,sec_edgar",,
Vestis Corp,sec_edgar,,
GH Research PLC,sec_edgar,,
"Ameresco, Inc.",sec_edgar,,
PERRIGO Co plc,sec_edgar,,
Stagwell Inc,sec_edgar,,
"HERTZ GLOBAL HOLDINGS, INC","sec_edgar,sec_edgar",,
REPUBLIC BANCORP INC /KY/,sec_edgar,,
"Kennedy-Wilson Holdings, Inc.",sec_edgar,,
FLOWERS FOODS INC,sec_edgar,,
Immatics N.V.,sec_edgar,,
GENERAL AMERICAN INVESTORS CO INC,"sec_edgar,sec_edgar",,
Ecovyst Inc.,sec_edgar,,
"Qfin Holdings, Inc.","sec_edgar,sec_edgar",,
NOVAVAX INC,sec_edgar,,
Enovis CORP,sec_edgar,,
"PRECIGEN, INC.",sec_edgar,,
Concentrix Corp,sec_edgar,,
"EVERTEC, Inc.",sec_edgar,,
Trinity Capital Inc.,"sec_edgar,sec_edgar,sec_edgar",,
Trulieve Cannabis Corp.,sec_edgar,,
Liberty Latin America Ltd.,"sec_edgar,sec_edgar,sec_edgar",,
"NexPoint Residential Trust, Inc.",sec_edgar,,
BlackRock ESG Capital Allocation Term Trust,sec_edgar,,
QCR HOLDINGS INC,sec_edgar,,
HELIX ENERGY SOLUTIONS GROUP INC,sec_edgar,,
LINCOLN EDUCATIONAL SERVICES CORP,sec_edgar,,
Collective Mining Ltd.,sec_edgar,,
Immunocore Holdings plc,sec_edgar,,
"ConnectOne Bancorp, Inc.","sec_edgar,sec_edgar",,
"Amylyx Pharmaceuticals, Inc.",sec_edgar,,
NEWELL BRANDS INC.,sec_edgar,,
"Coursera, Inc.",sec_edgar,,
AtaiBeckley Inc.,sec_edgar,,
"Vir Biotechnology, Inc.",sec_edgar,,
"MBX Biosciences, Inc.",sec_edgar,,
Taboola.com Ltd.,"sec_edgar,sec_edgar",,
"Global Ship Lease, Inc.","sec_edgar,sec_edgar",,
Elevra Lithium Ltd,"sec_edgar,sec_edgar",,
WORLD KINECT CORP,sec_edgar,,
"GRUPO TELEVISA, S.A.B.","sec_edgar,sec_edgar",,
LAKELAND FINANCIAL CORP,sec_edgar,,
"BYLINE BANCORP, INC.",sec_edgar,,
"Damora Therapeutics, Inc.",sec_edgar,,
DXC Technology Co,sec_edgar,,
GREENBRIER COMPANIES INC,sec_edgar,,
Sylvamo Corp,sec_edgar,,
Nuveen NASDAQ 100 Dynamic Overwrite Fund,sec_edgar,,
"Youdao, Inc.",sec_edgar,,
Boost Run Inc.,"sec_edgar,sec_edgar",,
Wendy's Co,sec_edgar,,
CBL & ASSOCIATES PROPERTIES INC,sec_edgar,,
Destiny Tech100 Inc.,sec_edgar,,
"Goosehead Insurance, Inc.",sec_edgar,,
UroGen Pharma Ltd.,sec_edgar,,
Navigator Holdings Ltd.,sec_edgar,,
COMPASS Pathways plc,sec_edgar,,
LA-Z-BOY INC,sec_edgar,,
"AtriCure, Inc.",sec_edgar,,
"Origin Bancorp, Inc.",sec_edgar,,
"Apollo Commercial Real Estate Finance, Inc.",sec_edgar,,
Nomad Foods Ltd,sec_edgar,,
Karooooo Ltd.,sec_edgar,,
PicS N.V.,sec_edgar,,
"Century Communities, Inc.",sec_edgar,,
RLJ Lodging Trust,"sec_edgar,sec_edgar",,
Satellogic Inc.,"sec_edgar,sec_edgar",,
BlackRock Municipal 2030 Target Term Trust,sec_edgar,,
"DoubleVerify Holdings, Inc.",sec_edgar,,
Ballard Power Systems Inc.,sec_edgar,,
PERMIAN BASIN ROYALTY TRUST,sec_edgar,,
WaterBridge Infrastructure LLC,sec_edgar,,
Braiin Ltd,sec_edgar,,
HEALTHCARE SERVICES GROUP INC,sec_edgar,,
"KalVista Pharmaceuticals, Inc.",sec_edgar,,
BLACKBAUD INC,sec_edgar,,
WILLIS LEASE FINANCE CORP,sec_edgar,,
ProFrac Holding Corp.,sec_edgar,,
AdaptHealth Corp.,sec_edgar,,
"Arlo Technologies, Inc.",sec_edgar,,
Hillman Solutions Corp.,sec_edgar,,
TENNANT CO,sec_edgar,,
TETRA TECHNOLOGIES INC,sec_edgar,,
Hotel101 Global Holdings Corp.,sec_edgar,,
CAPITAL SOUTHWEST CORP,sec_edgar,,
"Alamar Biosciences, Inc.",sec_edgar,,
TRIMAS CORP,sec_edgar,,
"Willdan Group, Inc.",sec_edgar,,
Anbio Biotechnology,sec_edgar,,
AbCellera Biologics Inc.,sec_edgar,,
"Kodiak AI, Inc.","sec_edgar,sec_edgar",,
Dauch Corp,sec_edgar,,
Enovix Corp,sec_edgar,,
Dole plc,sec_edgar,,
"Maze Therapeutics, Inc.",sec_edgar,,
"BLACKROCK CORPORATE HIGH YIELD FUND, INC.",sec_edgar,,
"Semnur Pharmaceuticals, Inc.","sec_edgar,sec_edgar",,
J&J SNACK FOODS CORP,sec_edgar,,
PHIBRO ANIMAL HEALTH CORP,sec_edgar,,
KOHLS Corp,sec_edgar,,
Akso Health Group,sec_edgar,,
"O-I Glass, Inc. /DE/",sec_edgar,,
CARTERS INC,sec_edgar,,
Shanghai Fudan Microelectronics Co Limited/ADR/,"sec_edgar,sec_edgar",,
UNIVERSAL CORP /VA/,sec_edgar,,
"OLAPLEX HOLDINGS, INC.",sec_edgar,,
"agilon health, inc.",sec_edgar,,
"Orchid Island Capital, Inc.",sec_edgar,,
GigaCloud Technology Inc,sec_edgar,,
NATURAL RESOURCE PARTNERS LP,sec_edgar,,
"Virtus Dividend, Interest & Premium Strategy Fund",sec_edgar,,
SUBURBAN PROPANE PARTNERS LP,sec_edgar,,
AIR Global PLC,sec_edgar,,
"PROG Holdings, Inc.",sec_edgar,,
"National Vision Holdings, Inc.",sec_edgar,,
"Ardent Health, Inc.",sec_edgar,,
Bicara Therapeutics Inc.,sec_edgar,,
AEVEX Corp.,sec_edgar,,
"Red Cat Holdings, Inc.",sec_edgar,,
"C3.ai, Inc.",sec_edgar,,
Genius Sports Ltd,sec_edgar,,
Embracer Group AB/ADR,"sec_edgar,sec_edgar",,
"Vishay Precision Group, Inc.",sec_edgar,,
MARTEN TRANSPORT LTD,sec_edgar,,
HARMONIC INC.,sec_edgar,,
"Revolve Group, Inc.",sec_edgar,,
LEGGETT & PLATT INC,sec_edgar,,
Biohaven Ltd.,sec_edgar,,
TSAKOS ENERGY NAVIGATION LTD,"sec_edgar,sec_edgar,sec_edgar",,
GeneDx Holdings Corp.,"sec_edgar,sec_edgar",,
Playtika Holding Corp.,sec_edgar,,
Forestar Group Inc.,sec_edgar,,
IDT CORP,sec_edgar,,
"Aeva Technologies, Inc.",sec_edgar,,
"DORCHESTER MINERALS, L.P.",sec_edgar,,
TWO HARBORS INVESTMENT CORP.,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"NAPCO SECURITY TECHNOLOGIES, INC",sec_edgar,,
Capital Clean Energy Carriers Corp.,sec_edgar,,
"Sprinklr, Inc.",sec_edgar,,
NPK International Inc.,sec_edgar,,
"UMH PROPERTIES, INC.","sec_edgar,sec_edgar",,
HERBALIFE LTD.,sec_edgar,,
Ryerson Holding Corp,sec_edgar,,
WESTAMERICA BANCORPORATION,sec_edgar,,
Fortrea Holdings Inc.,sec_edgar,,
ManpowerGroup Inc.,sec_edgar,,
"CVR PARTNERS, LP",sec_edgar,,
McEwen Inc.,sec_edgar,,
WINMARK CORP,sec_edgar,,
i-80 Gold Corp.,"sec_edgar,sec_edgar",,
Ladder Capital Corp,sec_edgar,,
Bristow Group Inc.,sec_edgar,,
Burke & Herbert Financial Services Corp.,sec_edgar,,
"Dream Finders Homes, Inc.",sec_edgar,,
"Alphatec Holdings, Inc.",sec_edgar,,
"Inspire Medical Systems, Inc.",sec_edgar,,
Tronox Holdings plc,sec_edgar,,
Morgan Stanley Direct Lending Fund,sec_edgar,,
"Array Technologies, Inc.",sec_edgar,,
PROASSURANCE CORP,sec_edgar,,
Tuya Inc.,sec_edgar,,
PRECISION DRILLING Corp,sec_edgar,,
"ArriVent BioPharma, Inc.",sec_edgar,,
Nano Nuclear Energy Inc.,sec_edgar,,
ALEXANDERS INC,sec_edgar,,
"Septerna, Inc.",sec_edgar,,
Afya Ltd,sec_edgar,,
"MapLight Therapeutics, Inc.",sec_edgar,,
Loma Negra Compania Industrial Argentina Sociedad Anonima,sec_edgar,,
"LINDBLAD EXPEDITIONS HOLDINGS, INC.",sec_edgar,,
"Distribution Solutions Group, Inc.",sec_edgar,,
MoonLake Immunotherapeutics,sec_edgar,,
Versamet Royalties Corp,sec_edgar,,
DoubleLine Income Solutions Fund,sec_edgar,,
WOLVERINE WORLD WIDE INC /DE/,sec_edgar,,
G III APPAREL GROUP LTD /DE/,sec_edgar,,
"Sharplink, Inc.",sec_edgar,,
"Strive, Inc.","sec_edgar,sec_edgar",,
"XPEL, Inc.",sec_edgar,,
Avalyn Pharma Inc.,sec_edgar,,
"Cadre Holdings, Inc.",sec_edgar,,
"ICF International, Inc.",sec_edgar,,
COMPASS MINERALS INTERNATIONAL INC,sec_edgar,,
"Hemab Therapeutics Holdings, Inc.",sec_edgar,,
YELP INC,sec_edgar,,
"Via Transportation, Inc.",sec_edgar,,
"Zenas BioPharma, Inc.",sec_edgar,,
UNITED STATES ANTIMONY CORP,sec_edgar,,
PEOPLES BANCORP INC,sec_edgar,,
UNITED FIRE GROUP INC,sec_edgar,,
TEEKAY CORP LTD,sec_edgar,,
Lightspeed Commerce Inc.,sec_edgar,,
TOMPKINS FINANCIAL CORP,sec_edgar,,
PROGRESS SOFTWARE CORP /MA,sec_edgar,,
"Pennant Group, Inc.",sec_edgar,,
